county_state,absolute,latitude,longitude
Brazoria TX,45.4,29.329215,-95.385415
Brazos TX,41.1,30.628865,-96.33059
Brewster TX,48.7,30.217438,-103.617388
Briscoe TX,,34.440834,-101.232801
Brooks TX,46.9,27.204776,-98.144221
Brown TX,44.0,31.731622,-98.989458
Burleson TX,44.4,30.479774,-96.646318
Burnet TX,43.2,30.671778,-98.244836
Caldwell TX,41.1,29.852388,-97.686629
Calhoun TX,45.8,28.586063,-96.625056
Callahan TX,49.9,32.346951,-99.448422
Cameron TX,43.5,26.045736,-97.556998
Camp TX,41.7,32.990653,-94.98408
Carson TX,58.3,35.384076,-101.329281
Cass TX,44.8,33.079821,-94.299328
Castro TX,45.5,34.521244,-102.26892
Chambers TX,46.2,29.801262,-94.741728
Cherokee TX,43.1,31.904972,-95.211216
Childress TX,43.2,34.428815,-100.225433
Clay TX,48.9,33.828051,-98.245004
Cochran TX,,33.687756,-102.737454
Coke TX,,31.904324,-100.405638
Coleman TX,46.4,31.808605,-99.423304
Collin TX,45.6,33.099357,-96.693057
Collingsworth TX,,34.863545,-100.216872
Colorado TX,47.4,29.661294,-96.536638
Comal TX,44.1,29.764495,-98.221819
Comanche TX,48.4,31.969672,-98.557373
Concho TX,,31.280122,-99.859636
Cooke TX,47.3,33.610424,-97.137065
Coryell TX,43.1,31.239826,-97.828854
Cottle TX,,34.019044,-100.300376
Crane TX,,31.400898,-102.352002
Crockett TX,,30.707106,-101.220153
Crosby TX,43.1,33.664489,-101.361212
Culberson TX,,31.071834,-104.821069
Dallam TX,49.7,36.110008,-102.577929
Dallas TX,39.1,32.808956,-96.788197
Dawson TX,45.1,32.73465,-101.949316
Deaf Smith TX,43.5,34.835104,-102.402042
Delta TX,,33.37458,-95.704605
Denton TX,44.9,33.109148,-97.019684
De Witt TX,47.6,,
Dickens TX,,33.534982,-100.852578
Dimmit TX,45.5,28.519099,-99.817579
Donley TX,,34.94207,-100.85405
Duval TX,51.7,27.729918,-98.389589
Eastland TX,47.3,32.356034,-98.840622
Ector TX,50.8,31.864941,-102.3858
Edwards TX,,29.977801,-100.19957
Ellis TX,42.5,32.423916,-96.815886
El Paso TX,44.3,31.782045,-106.375936
Erath TX,47.7,32.206569,-98.228806
Falls TX,40.4,31.260968,-96.950734
Fannin TX,43.2,33.561545,-96.175947
Fayette TX,50.4,29.8524,-96.897998
Fisher TX,,32.77399,-100.413883
Floyd TX,43.6,34.042836,-101.376103
Foard TX,,33.991937,-99.701195
Fort Bend TX,43.5,29.613217,-95.663045
Franklin TX,44.4,33.126081,-95.223453
Freestone TX,46.2,31.696374,-96.209634
Frio TX,45.1,28.845787,-99.107465
Gaines NM,54.6,,
Galveston TX,41.6,29.424115,-95.013496
Garza TX,,33.198856,-101.385674
Gillespie TX,47.8,30.272524,-98.905778
Glasscock TX,,31.851318,-101.514268
Goliad TX,47.2,28.704105,-97.370374
Gonzales TX,43.7,29.476703,-97.50357
Gray TX,48.8,35.527957,-100.938403
Grayson TX,41.3,33.649485,-96.624643
Gregg TX,43.5,32.49808,-94.79133
Grimes TX,41.4,30.447103,-96.009259
Guadalupe TX,41.3,29.598985,-98.097778
Hale TX,44.4,34.145755,-101.739801
Hall TX,,34.658133,-100.604341
Hamilton TX,47.7,31.761315,-98.099032
Hansford TX,53.2,36.213931,-101.273482
Hardeman TX,,34.283002,-99.694647
Hardin TX,46.3,30.303364,-94.262169
Harris TX,42.6,29.807479,-95.417454
Harrison TX,42.4,32.534967,-94.412978
Hartley TX,,35.984331,-102.488764
Haskell TX,50.4,33.178592,-99.767465
Hays TX,40.7,30.00246,-97.935889
Hemphill TX,,35.893959,-100.364036
Henderson TX,43.8,32.237902,-95.889717
Hidalgo TX,44.1,26.232452,-98.184054
Hill TX,44.2,31.998096,-97.174067
Hockley TX,46.7,33.586415,-102.33483
Hood TX,45.7,32.432951,-97.765687
Hopkins TX,44.6,33.124117,-95.586932
Houston TX,42.2,31.298935,-95.46482
Howard TX,47.9,32.242066,-101.464986
Hudspeth TX,,31.420986,-105.641319
Hunt TX,40.1,33.085785,-96.095018
Hutchinson TX,49.4,35.6807,-101.448842
Irion TX,,31.266676,-100.844201
Jack TX,54.0,33.198497,-98.168776
Jackson TX,48.2,28.961331,-96.594951
Jasper TX,44.7,30.736464,-93.994075
Jeff Davis TX,,30.603582,-103.990284
Jefferson TX,41.5,30.01233,-94.067554
Jim Hogg TX,,27.304609,-98.68362
Jim Wells TX,49.3,27.751904,-98.064602
Johnson TX,46.0,32.435783,-97.325793
Jones TX,47.4,32.711236,-99.808917
Karnes TX,47.6,28.856195,-97.864151
Kaufman TX,41.8,32.656168,-96.338534
Kendall TX,46.7,29.841299,-98.725533
Kenedy TX,,27.065647,-97.773573
Kent TX,,33.247856,-100.629728
Kerr TX,43.2,30.039931,-99.159771
Kimble TX,,30.490095,-99.732497
King TX,,33.653281,-100.314415
Kinney TX,,29.304886,-100.418801
Kleberg TX,44.7,27.492495,-97.857766
Knox TX,,33.464244,-99.705702
Lamar TX,39.8,33.674176,-95.53564
Lamb TX,46.8,34.028478,-102.324158
Lampasas TX,44.1,31.09588,-98.116277
La Salle TX,45.7,28.336046,-99.249834
Lavaca TX,52.0,29.409258,-97.047964
Lee TX,47.0,30.270012,-96.967301
Leon TX,49.5,31.29928,-96.046864
Liberty TX,45.0,30.155392,-94.901747
Limestone TX,43.7,31.592033,-96.520288
Lipscomb TX,,36.387589,-100.354171
Live Oak TX,48.8,28.341838,-98.105736
Llano TX,43.4,30.684899,-98.511609
Loving TX,,31.745821,-103.602226
Lubbock TX,40.3,33.556622,-101.887742
Lynn TX,43.2,33.181411,-101.807743
McCulloch TX,48.6,31.150738,-99.337039
McLennan TX,39.0,31.541318,-97.171313
McMullen TX,,28.449157,-98.51005
Madison TX,40.5,30.955599,-95.897089
Marion TX,42.8,32.78969,-94.423837
Martin TX,,32.184223,-101.825151
Mason TX,,30.75329,-99.216248
Matagorda TX,46.2,28.915316,-96.002899
Maverick TX,46.5,28.70947,-100.481002
Medina TX,44.8,29.305418,-98.968309
Menard TX,,30.899442,-99.772013
Midland TX,49.2,32.002748,-102.106662
Milam TX,44.6,30.747373,-97.01043
Mills TX,,31.486443,-98.578116
Mitchell TX,51.4,32.392977,-100.863291
Montague TX,50.8,33.63828,-97.756255
Montgomery TX,44.5,30.232068,-95.468727
Moore TX,46.4,35.904748,-101.956199
Morris TX,42.3,33.071717,-94.72461
Motley TX,,34.012828,-100.844887
Nacogdoches TX,41.5,31.623266,-94.642764
Navarro TX,41.6,32.079812,-96.488644
Newton TX,41.3,30.687746,-93.751989
Nolan TX,46.2,32.449322,-100.411684
Nueces TX,42.4,27.733674,-97.430035
Ochiltree TX,56.2,36.381028,-100.810965
Oldham TX,,35.324274,-102.390158
Orange TX,45.6,30.124169,-93.870235
Palo Pinto TX,45.1,32.778005,-98.167593
Panola TX,46.3,32.167392,-94.331166
Parker TX,46.8,32.794168,-97.736777
Parmer NM,47.8,,
Pecos TX,52.8,30.898458,-102.790862
Polk TX,43.8,30.743717,-94.940487
Potter TX,40.4,35.221681,-101.836644
Presidio TX,53.5,29.807527,-104.260977
Rains TX,46.5,32.886055,-95.797078
Randall TX,46.5,35.121463,-101.888863
Reagan TX,,31.215015,-101.465521
Real TX,,29.719686,-99.841559
Red River TX,42.6,33.592399,-95.07117
Reeves TX,52.4,31.382677,-103.532874
Refugio TX,47.2,28.29039,-97.244247
Roberts TX,,35.720593,-100.705316
Robertson TX,42.0,30.970148,-96.547126
Rockwall TX,44.2,32.915625,-96.435493
Runnels TX,46.9,31.801037,-99.994273
Rusk TX,45.3,32.193758,-94.797713
Sabine TX,46.9,31.338566,-93.850011
San Augustine TX,42.7,31.443536,-94.150624
San Jacinto TX,42.8,30.547998,-95.131415
San Patricio TX,45.0,27.947285,-97.399384
San Saba TX,,31.190792,-98.763369
Schleicher TX,,30.875183,-100.581777
Scurry TX,49.2,32.705897,-100.905311
Shackelford TX,,32.688185,-99.308669
Shelby TX,45.9,31.823558,-94.180373
Sherman OK,,,
Smith TX,41.3,32.326711,-95.297792
Somervell TX,48.5,32.23787,-97.752805
Starr TX,47.6,26.388176,-98.84119
Stephens TX,44.3,32.754222,-98.904243
Sterling TX,,31.839559,-100.993423
Stonewall TX,,33.145963,-100.236102
Sutton TX,,30.562364,-100.630735
Swisher TX,45.5,34.531837,-101.771547
Tarrant TX,41.0,32.76219,-97.244748
Taylor TX,43.7,32.423132,-99.768456
Terrell TX,,30.159691,-102.356398
Terry NM,42.1,,
Throckmorton TX,,33.139397,-99.13442
Titus TX,43.3,33.175718,-94.966822
Tom Green TX,42.9,31.452272,-100.460084
Travis TX,38.7,30.31025,-97.749981
Trinity TX,39.7,31.000011,-95.245491
Tyler TX,45.3,30.741967,-94.365305
Upshur TX,43.8,32.697983,-94.925153
Upton TX,,31.183695,-102.122277
Uvalde TX,43.8,29.247671,-99.75475
Val Verde TX,47.6,29.38073,-100.898068
Van Zandt TX,44.5,32.57797,-95.833094
Victoria TX,43.4,28.820583,-96.990925
Walker TX,41.0,30.729192,-95.535016
Waller TX,42.0,30.021425,-95.968855
Ward TX,53.4,31.565078,-102.921099
Washington TX,41.6,30.182708,-96.396264
Webb TX,44.7,27.520331,-99.47635
Wharton TX,45.3,29.276822,-96.175663
Wheeler TX,,35.353697,-100.265178
Wichita TX,43.1,33.922335,-98.551696
Wilbarger TX,42.7,34.147319,-99.296459
Willacy TX,44.5,26.452145,-97.779937
Williamson TX,43.5,30.554707,-97.71143
Wilson TX,45.0,29.226084,-98.142066
Winkler TX,54.1,31.841034,-103.099982
Wise TX,48.3,33.164603,-97.637257
Wood TX,46.8,32.772492,-95.396924
Yoakum NM,54.3,,
Young TX,48.7,33.166529,-98.625208
Zapata TX,47.8,26.902457,-99.26586
Zavala TX,44.7,28.757996,-99.807717
Beaver UT,52.1,38.299707,-112.776347
Box Elder UT,48.4,41.591026,-112.09977
Cache UT,50.3,41.744338,-111.840612
Carbon UT,49.4,39.601629,-110.777221
Daggett WY,,,
Davis UT,47.9,41.01957,-111.958756
Duchesne UT,59.0,40.289409,-110.165397
Emery UT,50.5,39.216051,-110.925129
Garfield UT,51.9,37.76185,-112.088923
Grand UT,46.1,38.569104,-109.530222
Iron UT,46.0,37.709161,-113.073838
Juab UT,51.0,39.750368,-111.894782
Kane UT,47.4,37.114838,-112.425977
Millard UT,51.1,39.214604,-112.494882
Morgan UT,52.8,41.073208,-111.718106
Piute UT,,38.288475,-112.208162
Rich WY,,,
Salt Lake UT,45.7,40.646321,-111.922762
San Juan UT,44.7,37.523884,-109.521036
Sanpete UT,50.2,39.380549,-111.606832
Sevier UT,49.8,38.77474,-112.042048
Summit UT,55.6,40.727812,-111.47076
Tooele UT,47.7,40.56078,-112.379217
Uintah UT,54.5,40.42648,-109.597164
Utah UT,49.1,40.272349,-111.73158
Wasatch UT,52.7,40.505696,-111.412248
Washington UT,45.8,37.135163,-113.519705
Wayne UT,,38.361636,-111.467245
Weber UT,44.4,41.224614,-111.990305
Addison VT,44.3,44.06247,-73.166759
Bennington VT,42.6,42.972541,-73.15352
Caledonia VT,43.8,44.467875,-72.07512
Chittenden VT,42.7,44.480855,-73.149444
Essex VT,46.5,44.666929,-71.740577
Franklin VT,44.0,44.840447,-72.993263
Grand Isle VT,,44.79441,-73.298303
Lamoille VT,44.5,44.58756,-72.653257
Orange VT,45.2,43.996017,-72.394216
Orleans VT,44.7,44.864953,-72.223292
Rutland VT,44.5,43.601633,-73.045536
Washington VT,45.6,44.241925,-72.58392
Windham NH,44.3,,
Windsor VT,44.8,43.545556,-72.491252
Accomack VA,38.9,37.784132,-75.641008
Albemarle VA,41.7,38.05016,-78.516763
Amelia VA,41.0,37.341681,-77.977011
Amherst VA,42.2,37.519237,-79.102718
Appomattox VA,37.1,37.359958,-78.833953
Arlington DC,47.9,,
Augusta VA,42.9,38.12803,-79.032141
Bath VA,,38.017866,-79.764614
Bedford VA,42.1,37.314607,-79.497893
Bedford VA,42.1,37.337281,-79.520701
Bedford VA,42.1,37.314607,-79.497893
Bedford VA,42.1,37.337281,-79.520701
Bland VA,46.0,37.150725,-81.089354
Botetourt VA,45.1,37.448222,-79.851418
Brunswick VA,36.8,36.756799,-77.86074
Buchanan VA,49.3,37.264125,-82.058814
Buckingham VA,36.9,37.582102,-78.483454
Campbell VA,40.0,37.25795,-79.165807
Caroline VA,38.4,38.008601,-77.433166
Carroll VA,40.1,36.712893,-80.763589
Charles City VA,,37.381884,-77.102373
Charlotte VA,41.2,37.017568,-78.630844
Chesterfield VA,41.8,37.418224,-77.550555
Clarke VA,45.4,39.129687,-77.988093
Craig VA,,37.476038,-80.174522
Culpeper VA,39.7,38.500155,-77.997848
Cumberland VA,,37.483249,-78.257306
Dickenson VA,49.8,37.142003,-82.379283
Dinwiddie VA,37.5,37.135094,-77.560538
Essex VA,41.2,37.911272,-76.90549
Fairfax DC,51.2,,
Fauquier DC,42.0,,
Floyd VA,43.0,36.944158,-80.342686
Fluvanna VA,40.1,37.888175,-78.301879
Franklin VA,41.6,37.016004,-79.861232
Franklin VA,41.6,36.678687,-76.936518
Franklin VA,41.6,37.016004,-79.861232
Franklin VA,41.6,36.678687,-76.936518
Frederick VA,42.6,39.168677,-78.193089
Giles VA,39.5,37.317609,-80.71689
Gloucester VA,41.6,37.377825,-76.530947
Goochland VA,41.4,37.703091,-77.85186
Grayson VA,42.5,36.648239,-81.1193
Greene VA,39.1,38.254353,-78.422182
Greensville NC,,,
Halifax VA,38.4,36.75003,-78.927107
Hanover VA,44.9,37.687345,-77.420161
Henrico VA,41.3,37.60276,-77.495683
Henry VA,36.6,36.690407,-79.903132
Highland VA,,38.386074,-79.568796
Isle of Wight VA,38.3,36.921892,-76.655375
James City VA,39.3,37.294786,-76.757657
King and Queen VA,,37.699158,-76.89237
King George VA,41.1,38.291254,-77.162858
King William VA,39.4,37.702616,-77.05673
Lancaster VA,39.7,37.70389,-76.437123
Lee VA,41.1,36.715746,-83.103165
Loudoun DC,48.4,,
Louisa VA,40.0,37.979376,-77.965373
Lunenburg VA,36.3,36.970055,-78.21653
Madison VA,41.0,38.378917,-78.23516
Mathews VA,45.9,37.444144,-76.342952
Mecklenburg VA,38.8,36.691889,-78.320815
Middlesex VA,43.7,37.601651,-76.504547
Montgomery VA,40.2,37.189631,-80.412336
Nelson VA,41.6,37.810028,-78.871691
New Kent VA,44.3,37.497253,-77.037031
Northampton VA,37.4,37.389508,-75.917594
Northumberland VA,37.8,37.890865,-76.414247
Nottoway VA,37.4,37.144866,-78.075207
Orange VA,40.2,38.267152,-77.966785
Page VA,42.7,38.604441,-78.500392
Patrick VA,43.8,36.655724,-80.282113
Pittsylvania NC,40.5,,
Powhatan VA,42.3,37.546342,-77.872664
Prince Edward VA,36.4,37.259323,-78.423416
Prince George VA,40.9,37.215406,-77.293227
Prince William DC,42.8,,
Pulaski VA,35.3,37.081529,-80.705779
Rappahannock DC,44.8,,
Richmond VA,40.6,37.94866,-76.715071
Richmond VA,40.6,37.53579,-77.466976
Richmond VA,40.6,37.94866,-76.715071
Richmond VA,40.6,37.53579,-77.466976
Roanoke VA,43.7,37.271414,-79.989575
Roanoke VA,43.7,37.278728,-79.960131
Roanoke VA,43.7,37.271414,-79.989575
Roanoke VA,43.7,37.278728,-79.960131
Rockbridge VA,44.8,37.786365,-79.428059
Rockingham VA,44.6,38.454851,-78.837195
Russell VA,46.7,36.935284,-82.090612
Scott VA,43.3,36.684532,-82.594258
Shenandoah VA,45.1,38.86825,-78.529664
Smyth TN,39.8,,
Southampton VA,38.4,36.71473,-77.070645
Spotsylvania VA,42.6,38.238928,-77.571234
Stafford VA,44.2,38.416536,-77.447823
Surry VA,40.7,37.118648,-76.867196
Sussex VA,37.3,36.972121,-77.210307
Tazewell VA,43.5,37.147549,-81.566563
Warren DC,43.6,,
Westmoreland VA,39.3,38.155269,-76.844011
Wise VA,43.2,36.952922,-82.609349
Wythe VA,43.0,36.919123,-81.066298
York VA,42.4,37.172279,-76.49193
Alexandria City DC,43.7,,
Bedford City VA,40.2,,
Bristol City TN,37.7,,
Buena Vista City VA,41.5,,
Charlottesville City VA,34.5,,
Chesapeake City VA,39.4,,
Clifton Forge City VA,,,
Colonial Heights City VA,43.8,,
Covington City VA,41.1,,
Danville City NC,34.9,,
Emporia City NC,34.6,,
Fairfax City DC,53.3,,
Falls Church City DC,47.3,,
Franklin City VA,35.6,,
Fredericksburg City VA,37.7,,
Galax City VA,40.0,,
Hampton City VA,37.4,,
Harrisonburg City VA,42.4,,
Hopewell City VA,37.9,,
Lexington City VA,44.3,,
Lynchburg City VA,36.8,,
Manassas City DC,45.0,,
Manassas Park City DC,45.1,,
Martinsville City VA,35.0,,
Newport News City VA,36.3,,
Norfolk City VA,35.0,,
Norton City VA,,,
Petersburg City VA,33.7,,
Poquoson City VA,51.0,,
Portsmouth City VA,35.8,,
Radford VA,39.3,37.128676,-80.558831
Richmond City VA,30.9,,
Roanoke City VA,35.1,,
Salem City VA,42.6,,
Staunton City VA,40.2,,
Suffolk City VA,36.1,,
Virginia Beach City VA,40.7,,
Waynesboro City VA,39.3,,
Williamsburg City VA,,,
Winchester City VA,39.5,,
Adams WA,47.7,46.865676,-119.02242
Asotin WA,40.4,46.388456,-117.067274
Benton WA,45.2,46.229004,-119.276099
Chelan WA,45.5,47.530217,-120.344707
Clallam WA,40.4,48.094258,-123.451968
Clark WA,41.9,45.679487,-122.561881
Columbia WA,,46.325941,-117.975741
Cowlitz WA,40.4,46.137731,-122.899958
Douglas WA,43.6,47.511897,-120.172826
Ferry WA,40.0,48.622195,-118.531788
Franklin WA,43.6,46.304218,-119.11931
Garfield WA,,46.476155,-117.576254
Grant WA,44.4,47.141696,-119.469973
Grays Harbor WA,40.8,46.991374,-123.76763
Island WA,45.3,48.206288,-122.576588
Jefferson WA,44.1,48.008216,-122.825295
King WA,43.8,47.54832,-122.229983
Kitsap WA,42.7,47.613056,-122.632791
Kittitas WA,46.5,47.047742,-120.623911
Klickitat WA,40.6,45.797495,-121.132931
Lewis WA,43.4,46.617975,-122.832505
Lincoln WA,48.4,47.633857,-118.325118
Mason WA,41.9,47.287955,-123.036931
Okanogan WA,42.0,48.446246,-119.578336
Pacific WA,42.5,46.528108,-123.896075
Pend Oreille WA,44.5,48.286333,-117.222011
Pierce WA,42.0,47.179454,-122.410936
San Juan WA,39.1,48.576187,-122.980165
Skagit WA,44.2,48.466681,-122.335882
Skamania WA,40.2,45.691397,-121.925675
Snohomish WA,44.2,47.929139,-122.189388
Spokane WA,41.9,47.681186,-117.37087
Stevens WA,43.0,48.279486,-117.810545
Thurston WA,42.2,46.999073,-122.840989
Wahkiakum WA,,46.236785,-123.428851
Walla Walla WA,43.5,46.077821,-118.390182
Whatcom WA,44.1,48.820552,-122.485318
Whitman WA,50.4,46.797297,-117.221303
Yakima WA,42.9,46.515822,-120.41619
Barbour WV,46.3,39.109653,-80.004972
Berkeley PA,39.4,,
Boone WV,44.0,38.054143,-81.752712
Braxton WV,48.3,38.691193,-80.728585
Brooke OH,43.0,,
Cabell KY,38.1,,
Calhoun WV,50.8,38.85054,-81.104298
Clay WV,44.5,38.468912,-81.103578
Doddridge WV,,39.287426,-80.72175
Fayette WV,43.3,38.033101,-81.13355
Gilmer WV,,38.924402,-80.827613
Grant MD,41.3,,
Greenbrier WV,43.0,37.855598,-80.493567
Hampshire VA,40.6,,
Hardy MD,42.6,,
Harrison WV,41.9,39.287945,-80.343216
Jackson WV,40.8,38.840404,-81.712041
Kanawha WV,40.4,38.361943,-81.652953
Lewis WV,46.4,39.03246,-80.471273
Lincoln WV,45.7,38.199035,-82.066952
Logan WV,44.9,37.856637,-81.971518
McDowell WV,42.4,37.389931,-81.658541
Marion WV,45.1,39.486129,-80.181612
Marshall WV,47.0,39.926441,-80.7045
Mason OH,41.7,,
Mercer VA,40.5,,
Mineral MD,43.9,,
Mingo KY,44.9,,
Monongalia WV,43.2,39.636196,-79.959809
Monroe VA,44.2,,
Morgan PA,42.0,,
Nicholas WV,45.9,38.275855,-80.775451
Ohio WV,41.8,40.078993,-80.672339
Pendleton VA,47.6,,
Pleasants WV,49.7,39.383419,-81.19208
Pocahontas WV,45.3,38.286867,-80.024122
Preston WV,47.3,39.495471,-79.676099
Putnam WV,44.7,38.475729,-81.926568
Raleigh WV,44.5,37.770284,-81.202994
Randolph WV,42.8,38.869406,-79.872569
Ritchie WV,43.2,39.213934,-81.044436
Roane WV,45.1,38.729491,-81.346321
Summers WV,39.9,37.666908,-80.847554
Taylor WV,44.2,39.337291,-80.064419
Tucker WV,,39.11173,-79.607202
Tyler WV,50.8,39.508846,-80.925137
Upshur WV,46.7,38.953837,-80.228779
Webster WV,46.6,38.469808,-80.479615
Wetzel WV,44.3,39.62681,-80.758633
Wirt WV,43.8,39.052702,-81.392132
Wood WV,39.1,39.266169,-81.530388
Wyoming WV,47.3,37.628554,-81.564644
Adams WI,39.4,43.944401,-89.782239
Ashland WI,44.9,46.470378,-90.783551
Barron WI,49.1,45.436158,-91.815595
Bayfield WI,43.6,46.588678,-91.102103
Brown WI,46.2,44.497198,-88.031843
Buffalo WI,52.8,44.379071,-91.743927
Burnett WI,45.5,45.833418,-92.413067
Calumet WI,53.6,44.149211,-88.258764
Chippewa WI,48.6,44.986588,-91.32738
Clark WI,52.7,44.784643,-90.547599
Columbia WI,47.5,43.46149,-89.367399
Crawford WI,50.3,43.159807,-91.011263
Dane WI,42.4,43.074343,-89.393883
Dodge WI,50.1,43.434231,-88.712346
Door WI,51.1,44.904102,-87.345365
Dunn WI,48.6,44.914467,-91.895108
Eau Claire WI,46.1,44.790413,-91.454948
Florence MI,,,
Fond Du Lac WI,48.3,,
Forest WI,48.5,45.561305,-88.806904
Grant WI,51.5,42.82529,-90.616057
Green WI,48.0,42.670633,-89.576089
Green Lake WI,50.9,43.844076,-89.013089
Iowa WI,53.0,42.982704,-90.126735
Jackson WI,46.1,44.320474,-90.901558
Jefferson WI,46.5,43.040167,-88.784757
Juneau WI,48.4,43.842134,-90.100354
Kenosha WI,38.1,42.572633,-87.922956
Kewaunee WI,49.6,44.527541,-87.58979
La Crosse WI,45.3,43.858367,-91.208437
Lafayette WI,54.3,42.661836,-90.139042
Langlade WI,46.0,45.18444,-89.105771
Lincoln WI,48.0,45.285493,-89.686664
Manitowoc WI,48.2,44.104426,-87.723854
Marathon WI,49.9,44.908503,-89.710946
Marinette MI,46.5,,
Marquette WI,43.7,43.813741,-89.41107
Menominee WI,,44.913795,-88.641293
Milwaukee WI,36.1,43.032865,-87.959548
Monroe WI,47.0,43.942291,-90.640636
Oconto WI,47.2,44.8979,-88.147837
Oneida WI,45.6,45.708051,-89.490882
Outagamie WI,48.2,44.309508,-88.400738
Ozaukee WI,49.7,43.32038,-87.949891
Pepin WI,58.9,44.590724,-91.989241
Pierce MN,53.8,,
Polk WI,47.4,45.406302,-92.478528
Portage WI,48.1,44.498175,-89.526902
Price WI,50.3,45.724747,-90.398474
Racine WI,39.6,42.734943,-87.926109
Richland WI,44.4,43.350327,-90.39055
Rock WI,41.2,42.651893,-89.03741
Rusk WI,46.6,45.448067,-91.127194
St Croix MN,50.1,,
Sauk WI,46.3,43.446515,-89.869597
Sawyer WI,42.1,45.936442,-91.346565
Shawano WI,48.4,44.787648,-88.68623
Sheboygan WI,46.3,43.733217,-87.820251
Taylor WI,50.9,45.173257,-90.412651
Trempealeau WI,50.9,44.292059,-91.360514
Vernon WI,49.5,43.605782,-90.836755
Vilas WI,44.3,45.984593,-89.499417
Walworth WI,45.3,42.664074,-88.540668
Washburn WI,46.1,45.847241,-91.834412
Washington WI,49.6,43.347344,-88.215167
Waukesha WI,47.8,43.034419,-88.236902
Waupaca WI,49.1,44.432371,-88.937106
Waushara WI,46.4,44.10115,-89.22596
Winnebago WI,44.5,44.100643,-88.540068
Wood WI,48.5,44.478782,-89.963901
Albany WY,48.5,41.314993,-105.598281
Campbell WY,54.7,44.254397,-105.494894
Carbon WY,49.4,41.670117,-107.083924
Converse WY,54.2,42.79411,-105.527589
Crook WY,61.7,44.432535,-104.625297
Fremont WY,46.4,43.013591,-108.608913
Goshen WY,48.8,42.046971,-104.220514
Hot Springs WY,,43.661835,-108.230408
Johnson WY,56.3,44.290845,-106.693517
Laramie WY,45.2,41.153225,-104.773209
Lincoln WY,52.7,42.580437,-110.841375
Natrona WY,49.5,42.844218,-106.336877
Niobrara WY,,42.809987,-104.465879
Park WY,52.4,44.615174,-108.97346
Platte WY,54.1,42.10231,-104.928453
Sheridan WY,50.9,44.781091,-106.974338
Sublette WY,,42.780901,-109.961153
Sweetwater WY,53.1,41.580266,-109.295115
Uinta WY,50.3,41.27186,-110.767519
Washakie WY,47.5,44.012142,-107.911552
Weston WY,52.6,43.910214,-104.312414
